point_id,sheet,region,role,src_x,src_y,ref_x,ref_y,ref_lon,ref_lat,street_a,street_b,feature,method,confidence,selected_by,residual_px,accepted,note
OVL_S9_S7_008,S9,S9,tie,1630.4,353.5,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.401
OVL_S9_S7_008,S7,S7,tie,1654.47,3801.24,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.401
OVL_S9_S7_009,S9,S9,tie,1815.62,353.5,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.455
OVL_S9_S7_009,S7,S7,tie,1830.09,3803.52,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.455
OVL_S9_S7_010,S9,S9,tie,2000.84,353.5,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.537
OVL_S9_S7_010,S7,S7,tie,2013.48,3806.94,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.537
OVL_S9_S7_011,S9,S9,tie,519.08,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.883
OVL_S9_S7_011,S7,S7,tie,556.9,3825.09,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.883
OVL_S9_S7_012,S9,S9,tie,704.3,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.471
OVL_S9_S7_012,S7,S7,tie,731.36,3827.13,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.471
OVL_S9_S7_013,S9,S9,tie,1074.74,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.526
OVL_S9_S7_013,S7,S7,tie,1094.5,3831.13,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.526
OVL_S9_S7_014,S9,S9,tie,1259.96,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.569
OVL_S9_S7_014,S7,S7,tie,1275.59,3833.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.569
OVL_S9_S7_015,S9,S9,tie,1815.62,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.470
OVL_S9_S7_015,S7,S7,tie,1829.6,3839.87,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.470
OVL_S9_S7_016,S9,S9,tie,2186.06,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.417
OVL_S9_S7_016,S7,S7,tie,2194.14,3843.03,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.417
OVL_S9_S7_017,S9,S9,tie,3112.17,389.66,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.506
OVL_S9_S7_017,S7,S7,tie,3103.6,3849.24,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.506
OVL_S9_S7_018,S9,S9,tie,333.85,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.538
OVL_S9_S7_018,S7,S7,tie,359.83,3859.37,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.538
OVL_S9_S7_019,S9,S9,tie,519.08,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.896
OVL_S9_S7_019,S7,S7,tie,535.46,3861.43,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.896
OVL_S9_S7_020,S9,S9,tie,704.3,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.442
OVL_S9_S7_020,S7,S7,tie,728.68,3863.5,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.442
OVL_S9_S7_021,S9,S9,tie,1074.74,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.490
OVL_S9_S7_021,S7,S7,tie,1094.22,3867.53,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.490
OVL_S9_S7_022,S9,S9,tie,1259.96,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.566
OVL_S9_S7_022,S7,S7,tie,1275.34,3869.03,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.566
OVL_S9_S7_023,S9,S9,tie,1815.62,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.427
OVL_S9_S7_023,S7,S7,tie,1829.27,3876.22,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.427
OVL_S9_S7_024,S9,S9,tie,2186.06,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.391
OVL_S9_S7_024,S7,S7,tie,2193.8,3878.15,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.391
OVL_S9_S7_025,S9,S9,tie,3112.17,425.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.412
OVL_S9_S7_025,S7,S7,tie,3103.33,3885.49,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.412
OVL_S9_S7_026,S9,S9,tie,333.85,461.98,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.433
OVL_S9_S7_026,S7,S7,tie,359.51,3895.74,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.433
OVL_S9_S7_027,S9,S9,tie,519.08,461.98,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.785
OVL_S9_S7_027,S7,S7,tie,536.39,3897.77,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.785
OVL_S9_S7_028,S9,S9,tie,1074.74,461.98,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.439
OVL_S9_S7_028,S7,S7,tie,1093.91,3903.83,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.439
OVL_S9_S7_029,S9,S9,tie,2371.28,461.98,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.407
OVL_S9_S7_029,S7,S7,tie,2372.83,3918.47,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.407
OVL_S9_S7_030,S9,S9,tie,333.85,498.14,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.412
OVL_S9_S7_030,S7,S7,tie,359.37,3932.06,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.412
OVL_S9_S7_031,S9,S9,tie,519.08,498.14,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.692
OVL_S9_S7_031,S7,S7,tie,536.35,3934.13,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.692
OVL_S10_S8_000,S10,S10,tie,1072.36,267.13,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.414
OVL_S10_S8_000,S8,S8,tie,1064.65,3781.57,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.414
OVL_S10_S8_001,S10,S10,tie,1443.28,267.99,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.523
OVL_S10_S8_001,S8,S8,tie,1422.83,3779.4,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.523
OVL_S10_S8_002,S10,S10,tie,1628.75,268.41,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.500
OVL_S10_S8_002,S8,S8,tie,1611.97,3780.74,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.500
OVL_S10_S8_003,S10,S10,tie,1814.21,268.84,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.423
OVL_S10_S8_003,S8,S8,tie,1800.22,3782.23,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.423
OVL_S10_S8_004,S10,S10,tie,330.44,296.3,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.422
OVL_S10_S8_004,S8,S8,tie,327.42,3804.62,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.422
OVL_S10_S8_005,S10,S10,tie,701.36,297.15,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.387
OVL_S10_S8_005,S8,S8,tie,695.48,3808.44,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.387
OVL_S10_S8_006,S10,S10,tie,1072.29,298.01,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.458
OVL_S10_S8_006,S8,S8,tie,1064.01,3812.21,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.458
OVL_S10_S8_007,S10,S10,tie,1443.21,298.87,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.486
OVL_S10_S8_007,S8,S8,tie,1421.92,3810.16,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.486
OVL_S10_S8_008,S10,S10,tie,1628.67,299.29,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.407
OVL_S10_S8_008,S8,S8,tie,1620.0,3811.74,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.407
OVL_S10_S8_009,S10,S10,tie,1814.14,299.72,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.401
OVL_S10_S8_009,S8,S8,tie,1800.06,3812.82,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.401
OVL_S10_S8_010,S10,S10,tie,330.37,327.18,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.588
OVL_S10_S8_010,S8,S8,tie,327.31,3835.3,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.588
OVL_S10_S8_011,S10,S10,tie,701.29,328.03,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.458
OVL_S10_S8_011,S8,S8,tie,695.19,3839.01,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.458
OVL_S10_S8_012,S10,S10,tie,1072.22,328.89,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.563
OVL_S10_S8_012,S8,S8,tie,1063.44,3842.9,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.563
OVL_S10_S8_013,S10,S10,tie,1257.68,329.32,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.456
OVL_S10_S8_013,S8,S8,tie,1247.08,3840.96,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.456
OVL_S10_S8_014,S10,S10,tie,1628.6,330.17,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.423
OVL_S10_S8_014,S8,S8,tie,1619.86,3842.71,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.423
OVL_S10_S8_015,S10,S10,tie,1999.53,331.03,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.774
OVL_S10_S8_015,S8,S8,tie,1974.97,3845.15,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,high,06c_overlap_correspondences.py,,true,ncc=0.774
OVL_S10_S8_016,S10,S10,tie,330.29,358.06,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.407
OVL_S10_S8_016,S8,S8,tie,327.25,3865.89,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.407
OVL_S10_S8_017,S10,S10,tie,1072.14,359.77,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.438
OVL_S10_S8_017,S8,S8,tie,1063.21,3873.49,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.438
OVL_S10_S8_018,S10,S10,tie,2370.38,362.77,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.542
OVL_S10_S8_018,S8,S8,tie,2349.89,3878.38,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.542
OVL_S10_S8_019,S10,S10,tie,1072.07,390.65,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.402
OVL_S10_S8_019,S8,S8,tie,1063.04,3904.11,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.402
OVL_S10_S8_020,S10,S10,tie,2370.31,393.65,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.467
OVL_S10_S8_020,S8,S8,tie,2349.78,3908.99,,,,,,,shared detail in sheet overlap,predictive NCC + RANSAC similarity,medium,06c_overlap_correspondences.py,,true,ncc=0.467
