point_id,sheet,region,role,src_x,src_y,ref_x,ref_y,ref_lon,ref_lat,street_a,street_b,feature,method,confidence,selected_by,residual_px,accepted,note
X08_06,S10,S10,tie,1637.57,550.86,,,,,8TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X08_07,S10,S10,tie,1631.85,949.76,,,,,8TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X08_08,S10,S10,tie,1626.36,1352.2,,,,,8TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X08_09,S10,S10,tie,1617.15,1747.54,,,,,8TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X08_10,S10,S10,tie,1616.46,2147.92,,,,,8TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_01,S2,S2,tie,2037.25,559.36,,,,,9TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_01,S7,S7,tie,317.95,516.77,,,,,9TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_02,S2,S2,tie,2031.83,959.19,,,,,9TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_02,S7,S7,tie,313.47,922.62,,,,,9TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_03,S2,S2,tie,2023.5,1355.92,,,,,9TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_03,S7,S7,tie,303.22,1328.56,,,,,9TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_04,S2,S2,tie,2017.34,1751.26,,,,,9TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_04,S7,S7,tie,295.26,1732.21,,,,,9TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_05,S2,S2,tie,2010.06,2153.46,,,,,9TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_05,S7,S7,tie,292.48,2136.07,,,,,9TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_05,S10,S10,tie,2041.6,161.04,,,,,9TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_05,S27,S27,tie,280.65,137.63,,,,,9TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_06,S2,S2,tie,2002.11,2550.36,,,,,9TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_06,S7,S7,tie,283.04,2543.67,,,,,9TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_06,S10,S10,tie,2033.88,558.66,,,,,9TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_06,S27,S27,tie,287.91,546.25,,,,,9TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_07,S10,S10,tie,2030.63,957.49,,,,,9TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_07,S27,S27,tie,299.33,954.73,,,,,9TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_08,S10,S10,tie,2022.82,1356.21,,,,,9TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_08,S27,S27,tie,310.86,1357.85,,,,,9TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_09,S10,S10,tie,2018.03,1752.21,,,,,9TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_09,S27,S27,tie,317.49,1758.43,,,,,9TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_10,S10,S10,tie,2013.13,2153.64,,,,,9TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X09_10,S27,S27,tie,331.19,2155.76,,,,,9TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_01,S7,S7,tie,723.85,523.39,,,,,10TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_02,S7,S7,tie,715.01,929.3,,,,,10TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_03,S7,S7,tie,710.28,1332.29,,,,,10TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_04,S7,S7,tie,702.13,1741.67,,,,,10TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_05,S7,S7,tie,695.77,2144.84,,,,,10TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_06,S7,S7,tie,686.33,2548.87,,,,,10TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_06,S27,S27,tie,693.6,536.94,,,,,10TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_07,S27,S27,tie,703.29,947.74,,,,,10TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_08,S27,S27,tie,711.62,1352.42,,,,,10TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_09,S27,S27,tie,719.83,1754.77,,,,,10TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X10_10,S27,S27,tie,726.17,2149.47,,,,,10TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_01,S7,S7,tie,1127.68,532.74,,,,,11TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_02,S7,S7,tie,1121.72,933.48,,,,,11TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_03,S7,S7,tie,1113.65,1341.83,,,,,11TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_04,S7,S7,tie,1102.68,1745.52,,,,,11TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_05,S7,S7,tie,1098.03,2153.83,,,,,11TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_06,S27,S27,tie,1100.28,529.49,,,,,11TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_07,S27,S27,tie,1108.77,937.2,,,,,11TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_08,S27,S27,tie,1111.12,1344.96,,,,,11TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_09,S27,S27,tie,1120.51,1746.86,,,,,11TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X11_10,S27,S27,tie,1126.69,2151.13,,,,,11TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_01,S7,S7,tie,1531.02,541.74,,,,,12TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_02,S7,S7,tie,1527.02,945.41,,,,,12TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_03,S7,S7,tie,1517.33,1348.74,,,,,12TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_04,S7,S7,tie,1512.06,1756.11,,,,,12TH ST,AVENUE D,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_05,S7,S7,tie,1500.84,2160.98,,,,,12TH ST,AVENUE E,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_06,S27,S27,tie,1507.17,518.08,,,,,12TH ST,AVENUE F,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_07,S27,S27,tie,1513.43,932.58,,,,,12TH ST,AVENUE G,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_08,S27,S27,tie,1519.29,1336.25,,,,,12TH ST,AVENUE H,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_09,S27,S27,tie,1523.61,1744.81,,,,,12TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X12_10,S27,S27,tie,1528.36,2144.74,,,,,12TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_01,S7,S7,tie,1937.53,547.42,,,,,13TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_01,S8,S8,tie,181.77,544.73,,,,,13TH ST,AVENUE A,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_02,S7,S7,tie,1932.62,951.77,,,,,13TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_02,S8,S8,tie,181.29,948.99,,,,,13TH ST,AVENUE B,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
X13_03,S7,S7,tie,1921.72,1356.1,,,,,13TH ST,AVENUE C,street intersection,synthetic projection + gaussian pick noise,high,fixture generator,,True,pick noise sigma=1.5px
